id,x,y
160,-0.31675,-0.99594
161,0.02379,-0.81913
162,-0.27105,-0.83667
163,-0.34037,-0.90956
164,-0.29861,-0.66823
165,-0.31109,-0.6594
166,-0.07951,-0.95374
167,-0.22309,-0.99148
168,-0.02731,-0.68402
169,-0.22146,-0.76059
170,-0.33465,-0.89978
171,-0.02954,-0.86894
172,-0.22238,-1.0003
173,-0.41064,-0.97015
174,-0.03885,-0.76767
175,-0.32788,-0.74431
176,-0.32282,-0.74658
177,-0.08626,-0.94023
178,-0.52219,-0.86434
179,-0.27788,-0.82422
180,-0.16333,-0.69364
181,-0.07654,-0.96767
182,-0.11464,-0.83222
183,-0.04317,-0.77485
184,-0.21072,-0.7644
185,-0.16494,-0.89533
186,-0.2566,-0.92499
187,-0.17434,-0.6231
188,-0.12057,-1.03613
189,-0.37861,-0.60364
190,-0.01757,-0.6772
191,-0.23601,-1.02932
192,-0.41127,-0.87441
193,-0.36193,-0.81548
194,-0.10467,-0.63095
195,0.00176,-0.94211
196,-0.02665,-0.66449
197,-0.14815,-1.0173
198,0.03195,-0.73459
199,-0.14277,-1.01903
200,-0.20993,-0.75796
201,-0.20138,-0.68857
202,-0.25209,-0.91801
203,0.04052,-0.74924
204,-0.27877,-0.82166
205,-0.12237,-0.70707
206,-0.10212,-0.6361
207,-0.25015,-0.9095
208,-0.07509,-0.75116
209,-0.19651,-1.09112
210,-0.06816,0.04608
211,0.0894,-0.07208
212,0.03729,0.02507
213,0.12213,-0.01158
214,0.08482,-0.15036
215,0.00466,-0.12098
216,-0.8611,-0.27149
217,0.15164,-0.11422
218,-0.83026,-0.18091
219,-0.78489,-0.37143
220,-0.56404,-0.20349
221,-0.08621,0.04642
222,0.08514,-0.08151
223,-0.00134,-0.02721
224,-0.57024,-0.49836
225,-0.83713,-0.26923
226,-0.82543,-0.37275
227,-0.14319,-0.21022
228,-0.86317,-0.37158
229,-0.4746,-0.41534
230,0.00867,-0.11253
231,-0.75245,-0.4486
232,-0.35527,-0.53467
233,-0.51738,-0.31821
234,-0.72662,-0.44795
235,-0.81452,-0.28221
236,-0.23575,-0.21638
237,-0.83493,-0.28522
238,-0.66016,-0.46342
239,0.08718,-0.33962
240,-0.4102,-0.14716
241,-0.69143,-0.36791
242,-0.55389,-0.41212
243,-0.24722,-0.27153
244,-0.24719,-0.36893
245,-0.50669,-0.32979
246,-0.84801,-0.36375
247,-0.58461,-0.33517
248,-0.15372,0.10022
249,-0.77887,-0.10015
250,-0.47512,-0.06874
251,-0.16633,-0.24518
252,-0.53652,-0.47686
253,-0.82812,-0.19395
254,-0.49081,-0.17419
255,-0.8033,-0.36276
256,-0.12507,-0.1961
257,-0.75668,-0.11784
258,-0.09655,-0.02207
259,-0.11911,-0.19411
260,-0.43585,-0.27254
261,-0.67342,-0.36633
262,-0.37263,-0.07918
263,-0.77787,-0.43852
264,-0.7275,-0.43961
265,-0.40263,-0.02553
266,-0.68233,-0.36393
267,-0.58796,-0.33576
268,-0.65294,-0.44484
269,-0.16809,0.1158
270,-0.34768,-0.30791
271,-0.16836,-0.32014
272,-0.485,-0.20135
273,-0.67677,-0.10121
274,-0.33713,-0.21875
275,-0.64956,-0.17157
276,-0.56415,-0.22686
277,-0.49843,-0.32932
278,-0.4414,-0.26163
279,-0.63477,-0.19786
280,-0.4728,-0.07163
281,-0.24657,-0.04408
282,-0.14215,-0.21171
283,-0.34252,-0.22694
284,-0.26166,-0.27107
285,-0.20546,-0.1447
286,-0.08676,-0.28768
287,-0.74563,-0.30606
288,-0.47517,-0.0721
289,-0.75822,-0.11018
290,-0.67123,-0.2715
291,-0.22145,-0.16077
292,-0.67909,-0.27293
293,-0.35062,-0.30848
294,-0.17911,0.02729
295,-0.55942,-0.23676
296,-0.41073,-0.15425
297,-0.45606,0.05112
298,-0.11134,-0.02108
299,-0.20886,-0.13168
300,-0.16345,-0.07748
301,-0.76634,-0.09349
302,-0.45853,0.03445
303,-0.56705,-0.10999
304,-0.3053,-0.12698
305,-0.16544,0.04361
306,-0.55615,0.03601
307,-0.24606,-0.05399
308,-0.36213,0.03771
309,-0.24503,-0.04051
310,-0.42942,-0.27415
311,-0.45942,0.05892
312,-0.56081,-0.23027
313,-0.62579,-0.01803
314,-0.24334,-0.28022
315,-0.56057,-0.23748
316,-0.55573,0.03521
317,-0.67639,-0.35931
318,-0.45814,0.03866
319,-0.31147,-0.13457
320,-0.32702,-0.00556
321,-0.36366,0.09449
322,-0.70469,-0.02894
323,-0.65454,0.0356
324,-0.69723,-0.00236
325,-0.19124,0.01307
326,-0.21231,-0.14164
327,-0.17706,-0.24777
328,-0.35052,0.09662
329,-0.55491,0.03407
330,-0.4379,-1.40425
331,-0.5984,-1.36424
332,-0.43816,-1.29956
333,-0.60525,-1.29026
334,-0.36143,-1.24658
335,-0.60035,-1.34637
336,-0.35295,-1.24403
337,-0.52749,-1.393
338,-0.34358,-1.40011
339,-0.52196,-1.39033
340,-0.42788,-1.27846
341,-0.34884,-1.40005
342,-0.18043,-1.2248
343,-0.26226,-1.2403
344,-0.51807,-1.38214
345,-0.53239,-1.31141
346,-0.17872,-1.22608
347,-0.50459,-1.24932
348,-0.30001,-1.32379
349,-0.53202,-1.31313
350,-0.44588,-1.31195
351,-0.30204,-1.31341
352,-0.29858,-1.30987
353,-0.26383,-1.24585
354,-0.43681,-1.40073
355,-0.35383,-1.41486
356,-0.44352,-1.31128
357,-0.43997,-1.43762
358,-0.43072,-1.39068
359,-0.3698,-1.32374
360,-0.96661,-0.7035
361,-0.77187,-1.04143
362,-0.86333,-0.92058
363,-0.66204,-1.09036
364,-0.93247,-0.77562
365,-0.8363,-0.73611
366,-0.92548,-0.54392
367,-0.86377,-0.81402
368,-0.93901,-0.53426
369,-0.85279,-0.79616
370,-0.8654,-0.81144
371,-0.76668,-0.96311
372,-0.97598,-0.61234
373,-0.83123,-0.92055
374,-0.87605,-0.58265
375,-0.93671,-0.55238
376,-0.84739,-0.91346
377,-0.86759,-0.5802
378,-0.88708,-0.71231
379,-0.73244,-1.03753
380,-0.76142,-0.95705
381,-0.81322,-0.85595
382,-0.83795,-0.64696
383,-0.92661,-0.64217
384,-0.91999,-0.87196
385,-0.93905,-0.77029
386,-0.91657,-0.86699
387,-0.83033,-0.65552
388,-0.9688,-0.69905
389,-0.65319,-1.08067
390,0.09063,-1.36806
391,0.02268,-1.47617
392,-0.17684,-1.53546
393,-0.00364,-1.41021
394,0.01953,-1.56122
395,0.02252,-1.47815
396,-0.17966,-1.53772
397,-0.08113,-1.56002
398,0.11118,-1.52618
399,0.16521,-1.39757
400,-0.17281,-1.55809
401,0.00522,-1.56015
402,-0.08829,-1.4797
403,-0.08436,-1.56349
404,0.1512,-1.29933
405,0.10751,-1.52481
406,-0.0854,-1.5653
407,0.10032,-1.36919
408,0.00691,-1.40988
409,0.09692,-1.36714
410,0.10388,-1.44108
411,0.00845,-1.47783
412,0.16962,-1.31353
413,-0.17371,-1.53613
414,-0.08184,-1.47342
415,0.12084,-1.5346
416,-0.0072,-1.54544
417,-0.07873,-1.48358
418,0.10523,-1.44791
419,0.11425,-1.53602
420,0.15964,-1.06638
421,-0.15981,-1.39861
422,0.24006,-1.06711
423,0.18099,-0.79981
424,0.34662,-1.06585
425,0.38025,-0.38943
426,-0.36162,-1.52813
427,0.26745,-1.13755
428,0.30141,-0.81569
429,0.33291,-0.33336
430,-0.48726,-1.05394
431,0.30788,-0.95299
432,-0.67739,-1.30965
433,-0.76686,-1.21875
434,-0.30239,-1.49283
435,0.42664,-1.37826
436,-0.60698,-1.26136
437,0.47277,-1.39798
438,-0.22667,-1.45927
439,-0.06577,-1.11493
440,0.23869,-0.89667
441,0.33604,-1.14533
442,0.22307,-1.20175
443,-0.54823,-1.22941
444,0.14846,-0.97793
445,0.12164,-0.85797
446,0.52735,-1.35059
447,-0.00919,-1.06673
448,-0.59546,-1.15659
449,-0.28476,-1.5128
450,0.2167,-0.6881
451,0.19306,-0.50745
452,0.22716,-0.9925
453,0.26538,-0.44009
454,0.14684,-0.88193
455,0.34169,-0.56275
456,-0.53116,-1.10268
457,0.1373,-0.78677
458,0.30073,-0.5237
459,0.05911,-1.03185
460,0.27271,-0.75408
461,0.00702,-1.24429
462,0.24993,-0.3373
463,0.23458,-0.87821
464,0.21289,-0.72738
465,0.26292,-0.28045
466,0.15769,-0.79728
467,0.27255,-0.28097
468,0.07182,-0.89917
469,0.27419,-0.526
470,-0.67679,-1.23295
471,0.05031,-1.02113
472,0.17994,-0.60466
473,0.24679,-0.44116
474,0.08754,-0.92674
475,0.29773,-0.68217
476,-0.49393,-1.17948
477,0.28443,-0.61504
478,0.14498,-0.98769
479,-0.83066,-0.57396
480,0.12896,-0.54098
481,0.24231,-0.32942
482,0.20031,-0.68526
483,0.0489,-0.50084
484,0.12652,-0.70203
485,0.18294,-0.39714
486,-0.78394,-0.58546
487,0.23986,-0.32935
488,0.0646,-0.60522
489,0.28984,-0.41695
490,0.11832,-0.69132
491,0.12974,-0.44888
492,-0.1328,-0.56285
493,0.21291,-0.5198
494,-0.38455,-0.6075
495,0.2509,-0.61799
496,0.24126,-0.60816
497,-0.72305,-0.6867
498,0.17157,-0.61429
499,0.07891,-0.61305
500,0.09794,-0.34712
501,0.02229,-0.59489
502,0.13202,-0.5328
503,0.20796,-0.76384
504,0.14419,-0.13262
505,0.17272,-0.43645
506,-0.00282,-0.55973
507,0.16626,-0.60602
508,0.26655,-0.52749
509,0.31237,-0.4372
510,-0.02603,-0.48682
511,0.17783,-0.38573
512,-0.13253,-0.49566
513,-0.23865,-0.58832
514,-0.03969,-0.49705
515,-0.04755,-0.57206
516,-0.14862,-0.55589
517,0.03908,-0.58255
518,-0.14396,-0.49317
519,-0.11692,-0.5228
520,0.05886,-0.74486
521,0.13629,-0.24151
522,0.17039,-0.22373
523,0.11797,-0.31153
524,0.1055,-0.68377
525,0.07967,-0.45528
526,-0.34221,-0.53901
527,-0.0915,-0.42922
528,-0.08757,-0.43648
529,0.2188,-0.40884
530,0.13651,-0.32383
531,0.11599,-0.53035
532,0.04492,-0.48376
533,0.16414,-0.22973
534,-0.22522,-0.58532
535,-0.04312,-0.57964
536,0.05116,-0.49014
537,0.04391,-0.39379
538,-0.02956,-0.49722
539,-0.25741,-0.57993
540,-0.03511,-0.20562
541,-0.60208,-0.34361
542,0.02094,-0.39856
543,0.06488,-0.18961
544,0.00621,-0.3868
545,-0.15578,-0.41993
546,0.00403,-0.12371
547,-0.01041,-0.13084
548,-0.46577,-0.52029
549,-0.08726,-0.11906
550,0.14167,-0.20018
551,0.01807,-0.29963
552,0.03644,-0.29353
553,-0.16108,-0.41232
554,-0.43099,-0.35507
555,0.03322,-0.27613
556,-0.08501,-0.11988
557,0.02491,-0.21341
558,0.06828,-0.19518
559,0.08386,-0.21104
560,-0.54799,-0.48651
561,-0.42088,-0.36529
562,0.08962,-0.28618
563,-0.47328,-0.41927
564,0.08231,-0.42107
565,-1e-05,-0.12806
566,0.07507,-0.18007
567,-0.05247,-0.3411
568,0.00189,-0.11463
569,0.06533,-0.07012
570,-0.0935,-0.09844
571,-0.58112,-0.3353
572,-0.41815,-0.47607
573,-0.02082,-0.02481
574,-0.44454,-0.26019
575,-0.05079,-0.22063
576,-0.573,-0.41529
577,-0.02705,-0.22348
578,-0.46779,-0.43866
579,-0.63948,-0.4626
580,-0.22638,-0.47214
581,-0.43168,-0.35482
582,0.01491,-0.27902
583,-0.49009,-0.18178
584,-0.03,-0.03665
585,-0.09372,-0.28613
586,-0.09523,-0.12704
587,-0.04781,-0.22287
588,-0.49232,-0.17672
589,-0.52369,-0.29824
590,-0.081,0.0487
591,-0.57407,-0.41515
592,-0.5677,-0.41364
593,-0.76554,-0.39873
594,-0.34955,-0.52589
595,-0.0155,-0.03021
596,-0.21386,-0.16268
597,-0.46689,-0.43105
598,-0.40796,-0.15784
599,-0.0287,-0.02844
600,-0.64374,-0.17785
601,-0.40839,-0.15965
602,-0.26013,0.081
603,-0.72447,-0.31889
604,-0.74147,-0.30418
605,-0.45479,0.06525
606,-0.3711,0.05003
607,-0.15882,-0.0682
608,-0.18949,0.0155
609,-0.73178,-0.21469
610,-0.3309,-0.01314
611,-0.45864,0.06136
612,-0.57769,-0.10205
613,-0.55807,-0.07723
614,-0.7304,-0.20683
615,-0.61272,-0.03896
616,-0.45659,0.04603
617,-0.34994,0.10875
618,-0.30802,-0.12603
619,-0.39139,-0.06482
620,-0.26007,0.07305
621,-0.24555,-0.04003
622,-0.34092,-0.21577
623,-0.39548,-0.05122
624,-0.72702,-0.21084
625,-0.36751,0.05361
626,-0.47913,-0.04825
627,-0.26601,0.05279
628,-0.55616,0.04167
629,-0.17258,0.03084
630,-0.6137,-0.03261
631,-0.34041,-0.21814
632,-0.60611,-0.03905
633,-0.75413,-0.19716
634,-0.57398,-0.08143
635,-0.16232,-0.06971
636,-0.33261,0.00901
637,-0.26331,0.0723
638,-0.7271,-0.21446
639,-0.47231,-0.07305
640,-0.23869,-0.45477
641,-0.17686,-0.32053
642,-0.38233,-0.45782
643,-0.25512,-0.35647
644,-0.06036,-0.35476
645,-0.16494,-0.43075
646,-0.06821,-0.31984
647,-0.24698,-0.46031
648,-0.38661,-0.46029
649,-0.24972,-0.36062
650,-0.24617,-0.47762
651,-0.15184,-0.33276
652,-0.26363,-0.49297
653,-0.34979,-0.31881
654,-0.37746,-0.4661
655,-0.05884,-0.34714
656,-0.35142,-0.41172
657,-0.34824,-0.41513
658,-0.16153,-0.33156
659,-0.08763,-0.42859
660,-0.00452,-1.25942
661,-0.23781,-1.37476
662,-0.09224,-1.20878
663,-0.09213,-1.32981
664,-0.23747,-1.37141
665,-0.00718,-1.25936
666,-0.1816,-1.31603
667,0.02009,-1.1757
668,-0.08734,-1.32389
669,0.10591,-1.13889
670,-0.18586,-1.31216
671,0.10496,-1.13927
672,-0.08869,-1.24902
673,-0.09381,-1.32725
674,0.01591,-1.17202
675,0.10457,-1.14141
676,-0.25615,-1.41544
677,0.07716,-1.21535
678,-0.18242,-1.31467
679,-0.08125,-1.22278
680,0.24949,-1.31811
681,0.31733,-1.25909
682,0.26116,-1.36943
683,0.33277,-1.45322
684,0.26435,-1.34817
685,0.31538,-1.47885
686,0.22196,-1.49426
687,0.35767,-1.35678
688,0.27743,-1.3908
689,0.30325,-1.24823
690,0.3237,-1.26775
691,0.21503,-1.46284
692,0.36303,-1.36584
693,0.31286,-1.25471
694,0.22415,-1.52043
695,0.2207,-1.47152
696,0.32173,-1.44254
697,0.31087,-1.44518
698,0.22671,-1.48731
699,0.26683,-1.38813
700,0.45303,-1.30045
701,0.58908,-1.26235
702,0.4406,-1.2495
703,0.44666,-1.08559
704,0.43554,-1.17236
705,0.52888,-1.33629
706,0.51835,-1.21794
707,0.50538,-1.22608
708,0.59171,-1.24184
709,0.51376,-1.22421
710,0.44987,-1.29953
711,0.50385,-1.14642
712,0.5931,-1.2517
713,0.59302,-1.25716
714,0.50949,-1.14092
715,0.45352,-1.0821
716,0.43684,-1.16843
717,0.50889,-1.29924
718,0.52824,-1.33328
719,0.50838,-1.14524
720,0.66578,-1.1373
721,0.65825,-1.13766
722,0.74576,-1.07433
723,0.58783,-1.05335
724,0.58971,-1.05125
725,0.65563,-1.1298
726,0.52815,-0.98217
727,0.72644,-1.06007
728,0.50697,-1.00465
729,0.59103,-1.04899
730,0.70301,-1.05535
731,0.52824,-0.97454
732,0.66014,-1.12851
733,0.58906,-1.05165
734,0.66713,-1.13323
735,0.74038,-1.07029
736,0.52639,-0.97922
737,0.6452,-1.12727
738,0.72945,-1.05923
739,0.5889,-1.05154
740,0.79509,-0.9166
741,0.65644,-0.94463
742,0.78032,-0.94809
743,0.75938,-0.98091
744,0.65892,-0.94452
745,0.65544,-0.93762
746,0.78856,-0.91788
747,0.69416,-0.9216
748,0.71684,-0.90277
749,0.74329,-0.97697
750,0.78618,-0.92
751,0.57328,-0.84889
752,0.56424,-0.85917
753,0.68662,-0.9239
754,0.57536,-0.86413
755,0.59415,-0.87045
756,0.57308,-0.8466
757,0.57081,-0.86187
758,0.79554,-0.91508
759,0.6549,-0.94393
760,0.66604,-0.8312
761,0.75402,-0.80382
762,0.75958,-0.80874
763,0.66544,-0.82935
764,0.77596,-0.69325
765,0.66709,-0.82945
766,0.58645,-0.75116
767,0.75552,-0.78936
768,0.76764,-0.78608
769,0.76969,-0.78531
770,0.59732,-0.76416
771,0.67024,-0.83618
772,0.60012,-0.76616
773,0.5839,-0.76145
774,0.77598,-0.78147
775,0.77523,-0.7833
776,0.66844,-0.82862
777,0.7818,-0.78058
778,0.61148,-0.76033
779,0.75935,-0.79526
780,0.65055,-0.65788
781,0.64868,-0.66198
782,0.65817,-0.65316
783,0.65817,-0.65316
784,0.65056,-0.6608
785,0.75697,-0.68506
786,0.64296,-0.67137
787,0.76154,-0.68984
788,0.76089,-0.68973
789,0.6554,-0.65802
790,0.64388,-0.66792
791,0.64417,-0.67443
792,0.75914,-0.67706
793,0.645,-0.67811
794,0.65379,-0.65431
795,0.76318,-0.68842
796,0.65471,-0.65239
797,0.65137,-0.65384
798,0.75937,-0.67588
799,0.7605,-0.68578
