num_agents,graph,difficulty,successful_convergence,unsuccessful_convergence,time_to_convergence
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,652
10,complete-3,0.001,1,0,317
10,complete-3,0.001,1,0,317
10,complete-3,0.001,1,0,317
10,complete-3,0.001,1,0,317
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,0,0,0
10,complete-4,0.001,1,0,391
10,complete-4,0.001,1,0,391
10,complete-4,0.001,1,0,391
10,complete-4,0.001,1,0,391
10,complete-4,0.001,1,0,1081
10,complete-4,0.001,1,0,1081
10,complete-4,0.001,1,0,1081
10,complete-4,0.001,1,0,1081
10,complete-4,0.001,1,0,900
10,complete-4,0.001,1,0,900
10,complete-4,0.001,1,0,900
10,complete-4,0.001,1,0,900
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,677
10,complete-4,0.001,1,0,677
10,complete-4,0.001,1,0,677
10,complete-4,0.001,1,0,116
10,complete-4,0.001,1,0,367
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,222
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,1277
10,complete-5,0.001,1,0,1277
10,complete-5,0.001,1,0,1277
10,complete-5,0.001,1,0,1277
10,complete-5,0.001,1,0,402
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,408
10,complete-5,0.001,1,0,1021
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,834
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,1,0,285
10,complete-5,0.001,0,0,0
10,complete-5,0.001,0,0,0
10,complete-5,0.001,0,0,0
10,complete-5,0.001,1,0,1036
10,complete-5,0.001,1,0,1036
10,complete-5,0.001,1,0,1036
10,complete-5,0.001,1,0,1036
10,complete-5,0.001,1,0,1036
10,complete-5,0.001,1,0,1036
10,complete-5,0.001,1,0,1036
10,complete-5,0.001,1,0,1036
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,1,0,546
10,complete-6,0.001,0,1,168
10,complete-6,0.001,0,1,285
10,complete-6,0.001,1,0,521
10,complete-6,0.001,1,0,521
10,complete-6,0.001,1,0,521
10,complete-6,0.001,1,0,521
10,complete-6,0.001,1,0,440
10,complete-6,0.001,1,0,440
10,complete-6,0.001,1,0,440
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,1,0,1299
10,complete-6,0.001,1,0,929
10,complete-6,0.001,1,0,347
10,complete-6,0.001,1,0,347
10,complete-6,0.001,1,0,347
10,complete-6,0.001,1,0,375
10,complete-6,0.001,1,0,375
10,complete-6,0.001,1,0,375
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,1,0,375
10,complete-6,0.001,1,0,404
10,complete-6,0.001,1,0,404
10,complete-6,0.001,1,0,404
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,0,0,0
10,complete-6,0.001,1,0,720
10,complete-6,0.001,1,0,350
10,complete-6,0.001,1,0,350
10,complete-6,0.001,1,0,350
10,complete-6,0.001,1,0,350
10,complete-7,0.001,1,0,424
10,complete-7,0.001,1,0,424
10,complete-7,0.001,1,0,424
10,complete-7,0.001,0,0,0
10,complete-7,0.001,0,0,0
10,complete-7,0.001,1,0,424
10,complete-7,0.001,1,0,349
10,complete-7,0.001,0,0,0
10,complete-7,0.001,1,0,521
10,complete-7,0.001,1,0,521
10,complete-7,0.001,1,0,213
10,complete-7,0.001,1,0,521
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,521
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,1323
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,1323
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,422
10,complete-7,0.001,1,0,1323
10,complete-7,0.001,1,0,1323
10,complete-7,0.001,1,0,1342
10,complete-7,0.001,1,0,501
10,complete-7,0.001,1,0,1253
10,complete-7,0.001,1,0,1253
10,complete-7,0.001,1,0,1253
10,complete-7,0.001,1,0,1253
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,403
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,692
10,complete-7,0.001,1,0,1068
10,complete-7,0.001,1,0,1068
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,1,0,474
10,path,0.001,1,0,474
10,path,0.001,1,0,474
10,path,0.001,1,0,474
10,path,0.001,1,0,1047
10,path,0.001,1,0,1047
10,path,0.001,1,0,1047
