id,x,y
613,-0.79103,0.17627
614,-0.72422,-0.05679
615,-0.65822,0.40384
616,-0.71268,-0.04427
617,-0.67141,0.40098
618,-0.65584,0.38284
619,-0.63906,0.16465
620,-0.38732,0.0348
621,-0.58758,0.16253
622,-0.70716,0.16732
623,-0.41958,0.31162
624,-0.64209,0.38806
625,-0.69124,-0.04047
626,-0.42949,0.04319
627,-0.64607,0.38083
628,-0.69786,-0.04204
629,-0.59037,0.15609
630,-0.7919,0.1783
631,-0.57689,0.14473
632,-0.71923,-0.05429
633,-0.66836,0.39466
634,-0.65685,0.38346
635,-0.5591,0.14453
636,-0.79914,0.1738
637,-0.70192,-0.0399
638,-0.65479,0.38659
639,-0.54342,-0.17838
640,-0.40693,0.30618
641,-0.4178,-0.02815
642,-0.69995,-0.04444
643,-0.6408,0.38543
644,-0.61622,0.36684
645,-0.70153,-0.03965
646,-0.79543,0.18334
647,-0.5913,0.15709
648,-0.71657,0.16339
649,-0.57793,0.15029
650,-0.63718,0.3733
651,-0.6998,-0.02854
652,-0.41294,0.35247
653,-0.65683,0.16591
654,-0.71561,-0.03408
655,-0.6305,0.37823
656,-0.68437,0.41622
657,-0.65138,0.16548
658,-0.55373,-0.17974
659,-0.41039,0.35789
660,-0.2782,-0.125
661,-0.28769,-0.31217
662,-0.30321,-0.1427
663,-0.27877,-0.29407
664,-0.11554,-0.18726
665,-0.14703,-0.19115
666,-0.1347,-0.1942
667,-0.28887,-0.31565
668,-0.20049,-0.15241
669,-0.28032,-0.34823
670,-0.18504,-0.17711
671,-0.28827,-0.1617
672,-0.16522,-0.15085
673,-0.09952,-0.18527
674,-0.14395,-0.1908
675,-0.12977,-0.16643
676,-0.55735,-0.20424
677,-0.1277,-0.19497
678,-0.33765,-0.34968
679,-0.15953,-0.17265
680,0.17276,-0.55515
681,0.1688,-0.53283
682,0.18316,-0.55644
683,0.21083,-0.60218
684,0.01352,-0.70476
685,0.1402,-0.52492
686,0.18149,-0.55754
687,0.14742,-0.5355
688,0.03874,-0.74093
689,-0.00274,-0.618
690,0.0431,-0.72769
691,0.23457,-0.692
692,0.00877,-0.6774
693,0.20568,-0.57709
694,0.15486,-0.53854
695,0.17337,-0.53554
696,0.20884,-0.58924
697,0.04736,-0.72874
698,0.02914,-0.71954
699,0.01859,-0.70277
700,0.44847,-0.72616
701,0.46294,-0.73544
702,0.49527,-0.72117
703,0.50582,-0.72795
704,0.63618,-0.59888
705,0.48685,-0.72714
706,0.47601,-0.72311
707,0.62959,-0.58649
708,0.48636,-0.74417
709,0.6366,-0.59367
710,0.4809,-0.73038
711,0.49563,-0.72334
712,0.63083,-0.60531
713,0.48722,-0.73618
714,0.47086,-0.72014
715,0.6199,-0.58666
716,0.48705,-0.72208
717,0.63179,-0.58977
718,0.63315,-0.59795
719,0.64519,-0.6051
720,0.8404,-0.45606
721,0.81469,-0.48586
722,0.89373,-0.25412
723,0.84865,-0.44441
724,0.84975,-0.44935
725,0.8273,-0.47195
726,0.82785,-0.47005
727,0.82086,-0.4798
728,0.80888,-0.48921
729,0.84034,-0.45702
730,0.84062,-0.45724
731,0.8345,-0.46525
732,0.8371,-0.4612
733,0.82163,-0.4829
734,0.85698,-0.43972
735,0.81704,-0.24347
736,0.84926,-0.44402
737,0.83731,-0.45867
738,0.81148,-0.48767
739,0.84356,-0.45508
740,0.95862,-0.22146
741,0.943,-0.23662
742,0.95246,-0.2231
743,0.95444,-0.22073
744,0.93989,-0.23991
745,0.96337,-0.20377
746,0.9558,-0.21767
747,0.95023,-0.22034
748,0.9651,-0.21189
749,0.98105,-0.18546
750,0.96626,-0.19833
751,0.92616,-0.24351
752,0.94356,-0.23417
753,0.95031,-0.22497
754,0.93628,-0.23902
755,0.93082,-0.24655
756,0.92438,-0.25176
757,0.94536,-0.23117
758,0.96941,-0.19761
759,0.93345,-0.24286
760,0.96527,0.04591
761,0.92335,0.26794
762,0.95465,0.24248
763,0.98392,0.04469
764,0.90817,0.26686
765,0.91942,0.26973
766,0.9153,0.27244
767,0.98088,0.04531
768,0.9267,0.26752
769,0.96766,0.04703
770,0.92637,0.26643
771,0.9124,0.04174
772,0.97664,0.04428
773,0.92812,0.26566
774,0.99683,0.04266
775,0.91488,0.27499
776,0.92737,0.26643
777,0.93304,0.26154
778,1.0,0.03405
779,0.99114,0.03995
780,0.96928,0.04793
781,0.96371,0.04924
782,0.9589,0.0546
783,0.95135,0.0476
784,0.98501,0.0467
785,0.99149,0.04205
786,0.97408,0.04656
787,0.9529,0.04985
788,0.98449,0.03927
789,0.95178,0.04755
790,0.94051,0.05168
791,0.97588,0.04879
792,0.95658,0.05042
793,0.96959,0.04785
794,0.95535,0.05057
795,0.96132,0.04969
796,0.97078,0.04751
797,0.93609,0.05138
798,0.95671,0.0504
799,0.95877,0.05011
